level,state,board_name,quarter,total,adult,dw,youth,ra,ra_adult,ra_dw,ra_youth,ojt,ra_ojt,ita,ra_ita,ss,ra_ss
board,IA,R10 IowaWORKS Workforce Development,PY22_Q2,123,48,24,54,3,0,2,1,2,0,70,3,95,1
board,IA,R10 IowaWORKS Workforce Development,PY22_Q3,132,54,29,52,1,0,1,0,4,0,73,1,96,0
board,IA,R10 IowaWORKS Workforce Development,PY22_Q4,135,58,26,53,1,0,1,0,4,0,71,1,97,0
board,IA,R11 IowaWORKS Central Iowa,PY20_Q1,94,54,29,35,0,0,0,0,0,0,43,0,66,0
board,IA,R11 IowaWORKS Central Iowa,PY20_Q2,81,39,23,38,0,0,0,0,0,0,32,0,58,0
board,IA,R11 IowaWORKS Central Iowa,PY20_Q3,82,36,20,38,0,0,0,0,2,0,28,0,51,0
board,IA,R11 IowaWORKS Central Iowa,PY20_Q4,96,33,22,51,0,0,0,0,2,0,23,0,59,0
board,IA,R11 IowaWORKS Central Iowa,PY21_Q1,124,45,34,54,0,0,0,0,10,0,30,0,72,0
board,IA,R11 IowaWORKS Central Iowa,PY21_Q2,154,47,47,68,0,0,0,0,14,0,31,0,75,0
board,IA,R11 IowaWORKS Central Iowa,PY21_Q3,179,51,61,74,0,0,0,0,16,0,45,0,82,0
board,IA,R11 IowaWORKS Central Iowa,PY21_Q4,208,58,60,97,0,0,0,0,10,0,58,0,103,0
board,IA,R11 IowaWORKS Central Iowa,PY22_Q1,248,80,78,102,11,6,3,2,11,1,80,7,145,4
board,IA,R11 IowaWORKS Central Iowa,PY22_Q2,223,65,68,101,9,6,2,1,6,0,69,5,140,4
board,IA,R11 IowaWORKS Central Iowa,PY22_Q3,230,60,69,110,7,3,3,1,3,0,61,4,140,3
board,IA,R11 IowaWORKS Central Iowa,PY22_Q4,243,59,49,144,5,2,2,1,2,0,41,2,144,2
board,IA,R12 IowaWORKS Greater Siouxland,PY20_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R12 IowaWORKS Greater Siouxland,PY20_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R12 IowaWORKS Greater Siouxland,PY20_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R12 IowaWORKS Greater Siouxland,PY20_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R12 IowaWORKS Greater Siouxland,PY21_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R12 IowaWORKS Greater Siouxland,PY21_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R12 IowaWORKS Greater Siouxland,PY21_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R12 IowaWORKS Greater Siouxland,PY21_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R13 IowaWORKS Loess Hills,PY20_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R13 IowaWORKS Loess Hills,PY20_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R13 IowaWORKS Loess Hills,PY20_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R13 IowaWORKS Loess Hills,PY20_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R13 IowaWORKS Loess Hills,PY21_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R13 IowaWORKS Loess Hills,PY21_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R13 IowaWORKS Loess Hills,PY21_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R13 IowaWORKS Loess Hills,PY21_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R14 IowaWORKS Southern Hills,PY20_Q1,20,5,11,7,0,0,0,0,0,0,10,0,5,0
board,IA,R14 IowaWORKS Southern Hills,PY20_Q2,16,4,7,7,0,0,0,0,0,0,7,0,5,0
board,IA,R14 IowaWORKS Southern Hills,PY20_Q3,11,2,3,7,0,0,0,0,0,0,4,0,5,0
board,IA,R14 IowaWORKS Southern Hills,PY20_Q4,6,0,2,4,0,0,0,0,0,0,3,0,4,0
board,IA,R14 IowaWORKS Southern Hills,PY21_Q1,11,3,3,6,0,0,0,0,0,0,4,0,2,0
board,IA,R14 IowaWORKS Southern Hills,PY21_Q2,9,2,3,5,0,0,0,0,0,0,3,0,2,0
board,IA,R14 IowaWORKS Southern Hills,PY21_Q3,6,1,1,4,0,0,0,0,0,0,1,0,2,0
board,IA,R14 IowaWORKS Southern Hills,PY21_Q4,5,1,1,3,0,0,0,0,0,0,1,0,2,0
board,IA,R14 IowaWORKS Southern Hills,PY22_Q1,12,5,1,6,1,1,0,0,0,0,3,0,7,0
board,IA,R14 IowaWORKS Southern Hills,PY22_Q2,11,5,0,6,1,1,0,0,0,0,3,0,8,0
board,IA,R14 IowaWORKS Southern Hills,PY22_Q3,17,9,1,7,1,1,0,0,0,0,3,0,10,0
board,IA,R14 IowaWORKS Southern Hills,PY22_Q4,19,11,1,7,1,1,0,0,0,0,3,0,10,0
board,IA,R15 IowaWORKS Southern Iowa,PY20_Q1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R15 IowaWORKS Southern Iowa,PY20_Q2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R15 IowaWORKS Southern Iowa,PY20_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R15 IowaWORKS Southern Iowa,PY20_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R15 IowaWORKS Southern Iowa,PY21_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R15 IowaWORKS Southern Iowa,PY21_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R15 IowaWORKS Southern Iowa,PY21_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R15 IowaWORKS Southern Iowa,PY21_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R16 IowaWORKS Southeast Iowa,PY20_Q1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R16 IowaWORKS Southeast Iowa,PY20_Q2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R16 IowaWORKS Southeast Iowa,PY20_Q3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R16 IowaWORKS Southeast Iowa,PY20_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R16 IowaWORKS Southeast Iowa,PY21_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R16 IowaWORKS Southeast Iowa,PY21_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R16 IowaWORKS Southeast Iowa,PY21_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IA,R16 IowaWORKS Southeast Iowa,PY21_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,ID,Balance Of State (Region 1),PY20_Q1,781,362,238,239,25,13,6,10,10,3,0,0,197,5
board,ID,Balance Of State (Region 1),PY20_Q2,1024,538,281,288,23,10,5,11,22,3,0,0,237,3
board,ID,Balance Of State (Region 1),PY20_Q3,1088,531,272,357,21,11,3,9,24,3,0,0,260,2
board,ID,Balance Of State (Region 1),PY20_Q4,1054,460,226,413,22,10,3,9,14,2,0,0,256,2
board,ID,Balance Of State (Region 1),PY21_Q1,644,235,139,290,18,6,1,12,3,0,0,0,80,2
board,ID,Balance Of State (Region 1),PY21_Q2,585,192,101,303,18,6,0,13,5,0,0,0,73,2
board,ID,Balance Of State (Region 1),PY21_Q3,669,212,96,370,17,5,0,12,9,0,0,0,76,2
board,ID,Balance Of State (Region 1),PY21_Q4,728,241,76,420,18,6,0,12,9,0,0,0,65,2
board,ID,Balance Of State (Region 1),PY22_Q1,703,260,63,395,29,8,0,21,23,0,72,3,353,18
board,ID,Balance Of State (Region 1),PY22_Q2,757,271,69,435,25,9,0,16,28,0,75,2,404,18
board,ID,Balance Of State (Region 1),PY22_Q3,813,329,91,417,21,8,0,13,26,0,88,2,372,15
board,ID,Balance Of State (Region 1),PY22_Q4,815,362,86,392,18,7,0,11,26,0,81,2,291,13
board,ID,Balance Of State (Region 1),PY23_Q1,726,347,88,314,15,7,0,8,32,1,261,9,302,10
board,ID,Balance Of State (Region 1),PY23_Q2,716,331,78,320,16,5,0,11,24,1,273,11,291,12
board,ID,Balance Of State (Region 1),PY23_Q3,779,361,82,356,19,6,1,12,13,1,322,13,251,11
board,ID,Balance Of State (Region 1),PY23_Q4,845,417,109,355,20,9,2,9,7,1,279,12,188,9
board,ID,Blank-ID ETACode,PY23_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,ID,Blank-ID ETACode,PY23_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,ID,Blank-ID ETACode,PY23_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,ID,Blank-ID ETACode,PY23_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
state,ID,ID,PY20_Q1,891,403,286,275,33,17,7,13,16,6,0,0,208,7
state,ID,ID,PY20_Q2,1169,618,326,323,31,15,6,13,29,6,0,0,253,5
state,ID,ID,PY20_Q3,1249,626,316,393,30,17,4,11,31,6,0,0,281,4
state,ID,ID,PY20_Q4,1179,517,260,460,29,14,4,11,22,5,0,0,280,4
state,ID,ID,PY21_Q1,729,268,156,330,22,9,1,13,6,1,0,0,93,2
state,ID,ID,PY21_Q2,671,218,116,349,19,7,0,13,6,0,0,0,89,2
state,ID,ID,PY21_Q3,759,241,111,417,18,6,0,12,10,0,0,0,91,2
state,ID,ID,PY21_Q4,821,269,93,467,19,7,0,12,10,0,0,0,80,2
state,ID,ID,PY22_Q1,780,285,74,438,33,9,0,24,27,0,78,4,383,20
state,ID,ID,PY22_Q2,821,295,77,469,29,10,0,19,31,0,83,3,427,20
state,ID,ID,PY22_Q3,883,354,100,455,25,9,0,16,29,0,98,3,391,17
state,ID,ID,PY22_Q4,884,381,95,434,22,8,0,14,29,0,89,3,306,15
state,ID,ID,PY23_Q1,797,375,99,348,18,8,0,10,34,1,284,12,333,12
state,ID,ID,PY23_Q2,790,365,88,352,19,6,0,13,25,1,302,14,319,14
state,ID,ID,PY23_Q3,856,397,96,386,22,7,1,14,13,1,354,16,274,13
state,ID,ID,PY23_Q4,926,465,130,377,24,11,2,11,7,1,309,15,203,11
board,ID,Region 2,PY20_Q1,110,41,48,36,8,4,1,3,6,3,0,0,11,2
board,ID,Region 2,PY20_Q2,145,80,45,35,8,5,1,2,7,3,0,0,16,2
board,ID,Region 2,PY20_Q3,161,95,44,36,9,6,1,2,7,3,0,0,21,2
board,ID,Region 2,PY20_Q4,125,57,34,47,7,4,1,2,8,3,0,0,24,2
board,ID,Region 2,PY21_Q1,85,33,17,40,4,3,0,1,3,1,0,0,13,0
board,ID,Region 2,PY21_Q2,86,26,15,46,1,1,0,0,1,0,0,0,16,0
board,ID,Region 2,PY21_Q3,90,29,15,47,1,1,0,0,1,0,0,0,15,0
board,ID,Region 2,PY21_Q4,93,28,17,47,1,1,0,0,1,0,0,0,15,0
board,ID,Region 2,PY22_Q1,77,25,11,43,4,1,0,3,4,0,6,1,30,2
board,ID,Region 2,PY22_Q2,64,24,8,34,4,1,0,3,3,0,8,1,23,2
board,ID,Region 2,PY22_Q3,70,25,9,38,4,1,0,3,3,0,10,1,19,2
board,ID,Region 2,PY22_Q4,69,19,9,42,4,1,0,3,3,0,8,1,15,2
board,ID,Region 2,PY23_Q1,71,28,11,34,3,1,0,2,2,0,23,3,31,2
board,ID,Region 2,PY23_Q2,74,34,10,32,3,1,0,2,1,0,29,3,28,2
board,ID,Region 2,PY23_Q3,77,36,14,30,3,1,0,2,0,0,32,3,23,2
board,ID,Region 2,PY23_Q4,81,48,21,22,4,2,0,2,0,0,30,3,15,2
board,IL,Blank-IL ETACode,PY23_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IL,Blank-IL ETACode,PY23_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IL,Blank-IL ETACode,PY23_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IL,Blank-IL ETACode,PY23_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY20_Q1,641,220,108,314,10,9,1,0,30,10,98,0,225,0
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY20_Q2,710,285,123,303,10,9,1,0,34,10,126,0,225,0
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY20_Q3,790,355,124,313,10,9,1,0,41,10,138,0,230,0
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY20_Q4,780,371,106,305,10,9,1,0,44,10,127,0,218,0
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY21_Q1,813,386,134,296,12,11,1,0,42,12,100,0,226,0
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY21_Q2,839,421,129,291,10,10,0,0,40,10,118,0,212,0
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY21_Q3,813,414,116,286,9,9,0,0,34,9,159,0,198,0
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY21_Q4,834,383,183,272,9,9,0,0,26,9,174,0,176,0
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY22_Q1,769,369,207,207,15,15,1,0,46,8,141,0,157,0
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY22_Q2,792,348,259,222,17,16,1,1,45,8,130,0,157,1
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY22_Q3,806,255,348,250,17,16,1,1,43,7,115,0,191,1
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY22_Q4,922,292,412,251,13,12,1,1,20,2,91,0,196,1
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY23_Q1,983,360,468,237,15,12,2,2,15,2,151,0,189,2
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY23_Q2,994,407,461,239,12,9,2,2,31,2,123,0,190,2
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY23_Q3,898,365,424,220,8,6,0,2,37,2,109,0,142,2
board,IL,Boone & Winnebago Counties Workforce Investment Board,PY23_Q4,812,332,337,222,5,4,1,0,29,2,92,0,129,0
board,IL,"Business Employment Skills Team, Inc.",PY20_Q1,423,171,97,156,0,0,0,0,7,0,21,0,92,0
board,IL,"Business Employment Skills Team, Inc.",PY20_Q2,410,157,95,160,0,0,0,0,6,0,23,0,91,0
board,IL,"Business Employment Skills Team, Inc.",PY20_Q3,399,156,87,158,0,0,0,0,8,0,27,0,85,0
board,IL,"Business Employment Skills Team, Inc.",PY20_Q4,413,179,94,142,0,0,0,0,8,0,34,0,72,0
board,IL,"Business Employment Skills Team, Inc.",PY21_Q1,423,183,89,152,0,0,0,0,8,0,32,0,76,0
board,IL,"Business Employment Skills Team, Inc.",PY21_Q2,381,146,82,154,0,0,0,0,7,0,26,0,80,0
board,IL,"Business Employment Skills Team, Inc.",PY21_Q3,377,139,67,172,0,0,0,0,5,0,26,0,78,0
board,IL,"Business Employment Skills Team, Inc.",PY21_Q4,390,178,55,158,0,0,0,0,3,0,28,0,70,0
board,IL,"Business Employment Skills Team, Inc.",PY22_Q1,422,204,43,177,0,0,0,0,3,0,28,0,81,0
board,IL,"Business Employment Skills Team, Inc.",PY22_Q2,360,154,29,178,0,0,0,0,3,0,24,0,71,0
board,IL,"Business Employment Skills Team, Inc.",PY22_Q3,355,134,33,189,0,0,0,0,2,0,23,0,72,0
board,IL,"Business Employment Skills Team, Inc.",PY22_Q4,322,125,39,158,0,0,0,0,3,0,22,0,60,0
board,IL,"Business Employment Skills Team, Inc.",PY23_Q1,361,166,39,156,0,0,0,0,3,0,23,0,61,0
board,IL,"Business Employment Skills Team, Inc.",PY23_Q2,334,143,35,156,0,0,0,0,2,0,24,0,59,0
board,IL,"Business Employment Skills Team, Inc.",PY23_Q3,313,129,28,156,0,0,0,0,2,0,23,0,52,0
board,IL,"Business Employment Skills Team, Inc.",PY23_Q4,287,122,25,140,0,0,0,0,0,0,24,0,48,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY20_Q1,5932,2158,2036,1785,1,1,0,0,147,0,353,0,1055,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY20_Q2,6111,2141,2235,1786,1,1,0,0,131,0,485,0,1031,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY20_Q3,6644,2306,2434,1953,3,1,2,0,154,0,762,0,1079,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY20_Q4,6629,2310,2398,1967,15,2,13,0,149,0,953,0,1008,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY21_Q1,6224,2247,2169,1864,41,10,31,0,163,0,336,0,1028,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY21_Q2,5757,2171,1925,1713,40,9,31,0,142,0,429,0,925,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY21_Q3,5992,2362,1832,1849,58,20,38,0,177,0,630,0,959,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY21_Q4,6120,2491,1748,1929,66,25,41,0,195,0,775,0,963,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY22_Q1,5946,2562,1537,1898,51,28,23,0,239,5,287,0,1079,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY22_Q2,5887,2649,1501,1793,63,37,26,0,236,5,403,0,1033,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY22_Q3,6025,2692,1615,1787,75,44,31,0,262,5,629,0,1033,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY22_Q4,5865,2579,1622,1731,82,50,32,0,230,5,786,0,948,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY23_Q1,5705,2518,1562,1695,85,53,32,0,228,7,247,2,999,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY23_Q2,5632,2499,1557,1644,83,54,29,0,219,7,313,2,997,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY23_Q3,5971,2526,1769,1772,99,65,34,0,249,7,488,4,1054,0
board,IL,Cook County Presidents Offc. Of Emp. Training,PY23_Q4,5991,2424,1796,1875,106,68,38,0,222,7,641,9,1056,0
board,IL,Crossroads Workforce Investment Board,PY20_Q1,353,160,104,89,0,0,0,0,3,0,21,0,83,0
board,IL,Crossroads Workforce Investment Board,PY20_Q2,326,149,106,71,0,0,0,0,1,0,24,0,68,0
board,IL,Crossroads Workforce Investment Board,PY20_Q3,306,137,99,70,0,0,0,0,3,0,26,0,66,0
board,IL,Crossroads Workforce Investment Board,PY20_Q4,296,121,100,75,0,0,0,0,3,0,23,0,72,0
board,IL,Crossroads Workforce Investment Board,PY21_Q1,329,137,101,91,0,0,0,0,7,0,19,0,89,0
board,IL,Crossroads Workforce Investment Board,PY21_Q2,317,132,95,90,0,0,0,0,13,0,19,0,88,0
board,IL,Crossroads Workforce Investment Board,PY21_Q3,302,118,91,93,0,0,0,0,11,0,17,0,87,0
board,IL,Crossroads Workforce Investment Board,PY21_Q4,386,122,81,183,0,0,0,0,8,0,29,0,136,0
board,IL,Crossroads Workforce Investment Board,PY22_Q1,401,196,73,169,0,0,0,0,6,0,26,0,160,0
board,IL,Crossroads Workforce Investment Board,PY22_Q2,305,154,45,143,0,0,0,0,1,0,23,0,134,0
board,IL,Crossroads Workforce Investment Board,PY22_Q3,260,137,35,123,0,0,0,0,1,0,23,0,115,0
board,IL,Crossroads Workforce Investment Board,PY22_Q4,235,130,27,109,0,0,0,0,0,0,35,0,102,0
board,IL,Crossroads Workforce Investment Board,PY23_Q1,200,110,26,74,0,0,0,0,1,0,16,0,69,0
board,IL,Crossroads Workforce Investment Board,PY23_Q2,207,104,44,69,0,0,0,0,1,0,17,0,65,0
board,IL,Crossroads Workforce Investment Board,PY23_Q3,192,87,50,64,0,0,0,0,1,0,18,0,60,0
board,IL,Crossroads Workforce Investment Board,PY23_Q4,225,97,53,84,0,0,0,0,1,0,37,0,74,0
board,IL,Du Page County Workforce Investment Board,PY20_Q1,631,139,341,152,0,0,0,0,1,0,78,0,19,0
board,IL,Du Page County Workforce Investment Board,PY20_Q2,610,117,351,142,0,0,0,0,1,0,87,0,12,0
board,IL,Du Page County Workforce Investment Board,PY20_Q3,586,123,348,115,0,0,0,0,1,0,122,0,9,0
board,IL,Du Page County Workforce Investment Board,PY20_Q4,562,134,326,102,0,0,0,0,1,0,152,0,6,0
board,IL,Du Page County Workforce Investment Board,PY21_Q1,529,146,271,112,0,0,0,0,0,0,89,0,16,0
board,IL,Du Page County Workforce Investment Board,PY21_Q2,467,136,233,98,0,0,0,0,0,0,91,0,14,0
board,IL,Du Page County Workforce Investment Board,PY21_Q3,428,140,182,106,0,0,0,0,0,0,88,0,18,0
board,IL,Du Page County Workforce Investment Board,PY21_Q4,414,169,158,87,0,0,0,0,0,0,106,0,17,0
board,IL,Du Page County Workforce Investment Board,PY22_Q1,470,210,152,110,0,0,0,0,0,0,92,0,31,0
board,IL,Du Page County Workforce Investment Board,PY22_Q2,465,222,139,106,0,0,0,0,0,0,86,0,29,0
board,IL,Du Page County Workforce Investment Board,PY22_Q3,533,279,158,98,0,0,0,0,0,0,129,0,30,0
board,IL,Du Page County Workforce Investment Board,PY22_Q4,543,304,154,87,0,0,0,0,0,0,164,0,27,0
board,IL,Du Page County Workforce Investment Board,PY23_Q1,546,287,149,112,0,0,0,0,0,0,101,0,37,0
board,IL,Du Page County Workforce Investment Board,PY23_Q2,488,232,137,121,0,0,0,0,0,0,88,0,37,0
board,IL,Du Page County Workforce Investment Board,PY23_Q3,465,208,137,123,0,0,0,0,0,0,93,0,37,0
board,IL,Du Page County Workforce Investment Board,PY23_Q4,418,187,120,112,0,0,0,0,0,0,92,0,29,0
board,IL,ETAcode - 17903,PY20_Q1,544,150,375,19,1,0,1,0,19,0,8,0,6,0
board,IL,ETAcode - 17903,PY20_Q2,553,147,387,19,1,0,1,0,21,0,9,0,6,0
board,IL,ETAcode - 17903,PY20_Q3,547,144,384,19,1,0,1,0,21,0,13,0,6,0
board,IL,ETAcode - 17903,PY20_Q4,535,144,372,19,1,0,1,0,20,0,15,0,6,0
board,IL,ETAcode - 17903,PY21_Q1,501,139,343,19,1,0,1,0,19,0,11,0,6,0
board,IL,ETAcode - 17903,PY21_Q2,475,139,317,19,1,0,1,0,19,0,10,0,6,0
board,IL,ETAcode - 17903,PY21_Q3,454,139,296,19,1,0,1,0,18,0,9,0,6,0
board,IL,ETAcode - 17903,PY21_Q4,407,139,249,19,1,0,1,0,12,0,4,0,6,0
board,IL,ETAcode - 17903,PY22_Q1,320,136,165,19,1,0,1,0,9,0,0,0,6,0
board,IL,ETAcode - 17903,PY22_Q2,289,136,134,19,1,0,1,0,9,0,0,0,6,0
board,IL,ETAcode - 17903,PY22_Q3,267,136,112,19,1,0,1,0,9,0,0,0,6,0
board,IL,ETAcode - 17903,PY22_Q4,195,136,40,19,1,0,1,0,9,0,0,0,6,0
board,IL,GLK Work Force Board,PY20_Q1,495,218,102,186,0,0,0,0,5,0,51,0,67,0
board,IL,GLK Work Force Board,PY20_Q2,460,198,106,164,0,0,0,0,3,0,71,0,63,0
board,IL,GLK Work Force Board,PY20_Q3,478,202,114,170,0,0,0,0,3,0,92,0,63,0
board,IL,GLK Work Force Board,PY20_Q4,456,177,110,176,0,0,0,0,1,0,86,0,61,0
board,IL,GLK Work Force Board,PY21_Q1,466,192,117,163,0,0,0,0,0,0,73,0,60,0
board,IL,GLK Work Force Board,PY21_Q2,388,169,93,129,0,0,0,0,0,0,70,0,52,0
board,IL,GLK Work Force Board,PY21_Q3,340,139,81,123,0,0,0,0,0,0,74,0,49,0
board,IL,GLK Work Force Board,PY21_Q4,287,125,68,97,0,0,0,0,0,0,82,0,40,0
board,IL,GLK Work Force Board,PY22_Q1,262,108,63,93,0,0,0,0,0,0,35,0,40,0
board,IL,GLK Work Force Board,PY22_Q2,241,110,58,75,0,0,0,0,0,0,43,0,30,0
board,IL,GLK Work Force Board,PY22_Q3,253,119,62,74,0,0,0,0,0,0,53,0,29,0
board,IL,GLK Work Force Board,PY22_Q4,247,122,55,72,0,0,0,0,0,0,59,0,22,0
board,IL,GLK Work Force Board,PY23_Q1,239,115,45,81,0,0,0,0,0,0,43,0,33,0
board,IL,GLK Work Force Board,PY23_Q2,227,108,42,79,0,0,0,0,0,0,50,0,35,0
board,IL,GLK Work Force Board,PY23_Q3,218,110,44,66,0,0,0,0,0,0,58,0,32,0
board,IL,GLK Work Force Board,PY23_Q4,224,115,43,68,0,0,0,0,0,0,64,0,35,0
state,IL,IL,PY20_Q1,13900,5014,4557,4434,53,48,4,2,286,19,1306,7,2645,0
state,IL,IL,PY20_Q2,14010,4915,4877,4331,53,48,4,2,278,19,1597,7,2539,0
state,IL,IL,PY20_Q3,14585,5142,5088,4474,52,45,6,2,312,17,2072,6,2565,0
state,IL,IL,PY20_Q4,14675,5229,4978,4580,62,44,17,2,302,16,2366,5,2481,0
state,IL,IL,PY21_Q1,14042,5196,4540,4420,85,49,35,1,331,15,1447,11,2573,0
state,IL,IL,PY21_Q2,13028,4931,3998,4199,79,45,34,0,308,12,1532,9,2398,0
state,IL,IL,PY21_Q3,13058,5111,3694,4342,96,55,41,0,338,10,1895,9,2377,0
state,IL,IL,PY21_Q4,13069,5311,3477,4367,102,58,44,0,323,10,2140,8,2301,0
state,IL,IL,PY22_Q1,12878,5713,3066,4249,98,72,27,0,399,14,1381,4,2457,0
state,IL,IL,PY22_Q2,12360,5624,2888,4038,110,80,30,1,387,13,1519,4,2315,1
state,IL,IL,PY22_Q3,12593,5668,3173,3970,123,86,35,3,401,12,1992,7,2280,2
state,IL,IL,PY22_Q4,12305,5585,3160,3765,125,88,36,2,322,7,2210,6,2114,1
state,IL,IL,PY23_Q1,12137,5592,3096,3713,136,98,37,2,345,10,1470,4,2203,2
state,IL,IL,PY23_Q2,11773,5379,3081,3591,128,94,33,2,347,10,1422,4,2117,2
state,IL,IL,PY23_Q3,11857,5184,3317,3659,137,99,36,2,363,10,1664,6,2061,2
state,IL,IL,PY23_Q4,11681,4944,3286,3732,141,100,41,0,317,10,1779,11,2000,0
board,IL,IL-Statewide,PY23_Q1,27,8,19,0,0,0,0,0,0,0,0,0,0,0
board,IL,IL-Statewide,PY23_Q2,19,8,11,0,0,0,0,0,0,0,0,0,0,0
board,IL,IL-Statewide,PY23_Q3,18,8,10,0,0,0,0,0,0,0,0,0,0,0
board,IL,IL-Statewide,PY23_Q4,13,8,5,0,0,0,0,0,0,0,0,0,0,0
board,IL,Lake County Workforce Investment Board,PY20_Q1,405,102,188,116,0,0,0,0,17,0,117,0,25,0
board,IL,Lake County Workforce Investment Board,PY20_Q2,441,120,228,94,0,0,0,0,19,0,142,0,29,0
board,IL,Lake County Workforce Investment Board,PY20_Q3,490,156,220,115,0,0,0,0,18,0,194,0,32,0
board,IL,Lake County Workforce Investment Board,PY20_Q4,544,178,213,155,0,0,0,0,15,0,237,0,38,0
board,IL,Lake County Workforce Investment Board,PY21_Q1,510,178,187,148,0,0,0,0,17,0,173,0,50,0
board,IL,Lake County Workforce Investment Board,PY21_Q2,547,187,183,181,0,0,0,0,14,0,190,0,53,0
board,IL,Lake County Workforce Investment Board,PY21_Q3,537,157,197,186,0,0,0,0,11,0,219,0,50,0
board,IL,Lake County Workforce Investment Board,PY21_Q4,468,116,185,169,0,0,0,0,6,0,216,0,45,0
board,IL,Lake County Workforce Investment Board,PY22_Q1,451,115,160,182,0,0,0,0,5,0,138,0,42,0
